ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
963,1,4,-1,-1,-1,-1
964,1,8,-1,-1,-1,-1
965,0,5,131,131,5,1
966,0,8,131,131,8,1
967,0,4,4,4,16,1
968,0,2,2,131,2,1
969,0,2,2,131,2,1
970,0,4,4,4,17,1
971,0,4,4,4,16,1
972,1,6,-1,-1,-1,-1
973,0,2,2,131,2,1
974,0,4,4,131,16,1
975,0,4,4,131,18,1
976,1,2,-1,-1,-1,-1
977,0,2,2,131,2,1
978,0,2,2,131,2,1
979,0,4,4,131,4,1
980,0,4,4,131,18,1
981,1,4,-1,-1,-1,-1
982,0,8,131,131,8,1
983,0,5,131,131,5,1
984,0,4,4,131,4,1
985,0,2,2,131,2,1
986,0,4,131,131,16,1
987,0,5,131,131,5,1
988,0,4,4,131,17,1
989,0,5,131,131,5,1
990,0,4,4,131,18,1
991,0,2,2,131,2,1
992,0,4,4,131,16,1
993,0,5,131,131,2,1
994,0,4,4,131,17,1
995,0,2,2,131,2,1
996,0,4,4,4,16,1
997,0,4,4,131,16,1
998,0,2,131,131,2,1
999,0,4,4,131,18,1
1000,0,4,4,131,18,1
1001,0,2,2,131,2,1
1002,0,2,2,131,2,1
1003,0,4,4,131,4,1
1004,0,2,2,131,2,1
1005,1,4,-1,-1,-1,-1
1006,0,2,2,131,2,1
1007,0,2,2,131,2,1
1008,0,4,4,131,4,1
1009,0,2,2,131,2,1
1010,0,4,4,131,17,1
1011,0,4,4,131,18,1
1012,0,4,4,131,4,1
1013,0,4,4,131,18,1
1014,0,2,2,131,2,1
1015,0,4,4,4,16,1
1016,0,2,2,131,2,1
1017,0,4,4,4,16,1
1018,0,10,10,131,10,1
1019,1,2,-1,-1,-1,-1
1020,1,4,-1,-1,-1,-1
1021,1,4,-1,-1,-1,-1
1022,0,4,4,131,16,1
1023,0,5,131,131,5,1
1024,0,8,131,131,2,1
1025,0,10,10,131,10,1
1026,0,8,131,131,8,1
1027,0,4,4,131,16,1
1028,0,10,10,131,10,1
1029,0,2,2,131,2,1
1030,0,2,2,131,2,1
1031,0,4,4,4,17,1
1032,1,4,-1,-1,-1,-1
1033,1,7,-1,-1,-1,-1
1034,0,4,4,131,16,1
1035,0,4,4,4,16,1
1036,0,5,131,131,5,1
1037,0,8,131,131,8,1
1038,0,4,4,131,18,1
1039,1,4,-1,-1,-1,-1
1040,0,9,131,131,10,0
1041,0,4,4,131,4,1
1042,0,5,131,131,5,1
1043,0,4,4,4,17,1
1044,0,5,131,131,5,1
1045,0,4,4,131,4,1
1046,0,4,4,131,4,1
1047,0,4,4,131,18,1
1048,0,4,4,131,18,1
1049,0,2,2,131,2,1
1050,0,2,2,131,2,1
1051,0,8,131,131,8,1
1052,0,10,10,131,10,1
1053,0,4,4,131,18,1
1054,0,4,4,131,4,1
1055,0,2,2,131,2,1
1056,0,5,131,131,2,1
1057,0,1,131,131,19,0
1058,0,4,4,131,17,1
1059,0,4,4,131,18,1
1060,0,7,131,131,7,1
1061,1,4,-1,-1,-1,-1
1062,1,4,-1,-1,-1,-1
1063,0,4,4,4,17,1
1064,0,4,4,131,18,1
1065,0,4,4,131,16,1
1066,0,7,7,131,7,1
1067,0,2,2,131,2,1
1068,1,2,-1,-1,-1,-1
1069,0,2,2,131,2,1
1070,0,4,4,131,17,1
1071,0,10,10,131,10,1
1072,0,10,10,131,10,1
1073,0,4,4,131,17,1
1074,0,4,4,131,18,1
1075,1,4,-1,-1,-1,-1
1076,0,5,131,131,5,1
1077,0,4,4,131,4,1
1078,0,4,4,131,4,1
1079,0,5,131,131,5,1
1080,0,4,4,131,16,1
1081,0,5,131,131,5,1
1082,0,5,131,131,5,1
1083,0,7,7,131,7,1
1084,0,5,131,131,8,1
1085,0,4,4,131,5,1
1086,0,4,4,131,18,1
1087,0,6,6,131,6,1
1088,0,6,131,131,6,1
1089,0,2,131,131,2,1
1090,0,7,7,131,7,1
1091,0,4,4,131,17,1
1092,0,2,2,131,2,1
1093,0,2,131,131,2,1
1094,0,7,7,131,19,1
1095,0,4,4,4,17,1
1096,0,4,4,131,18,1
1097,0,4,4,131,4,1
1098,0,4,4,131,16,1
1099,0,4,4,131,17,1
1100,1,3,-1,-1,-1,-1
1101,0,4,4,131,17,1
1102,0,11,131,131,19,0
1103,0,2,2,131,2,1
1104,0,2,131,131,2,1
1105,0,1,131,131,19,0
1106,0,7,7,131,7,1
1107,0,4,4,131,17,1
1108,0,4,4,131,4,1
1109,0,8,131,131,8,1
1110,0,7,7,131,7,1
1111,0,4,4,131,5,1
1112,0,1,131,131,19,0
1113,0,2,2,131,2,1
1114,0,11,131,131,19,0
1115,0,4,4,131,17,1
1116,0,5,131,131,5,1
1117,0,4,4,131,17,1
1118,0,7,7,131,7,1
1119,0,4,4,131,17,1
1120,0,4,4,131,17,1
1121,0,3,3,131,3,1
1122,0,1,131,131,19,0
1123,0,10,10,131,10,1
1124,0,2,2,131,2,1
1125,0,7,7,131,7,1
1126,1,10,-1,-1,-1,-1
1127,0,4,4,131,17,1
1128,0,5,131,131,5,1
1129,0,4,4,131,17,1
1130,1,5,-1,-1,-1,-1
1131,0,5,131,131,5,1
1132,0,4,4,131,17,1
1133,1,4,-1,-1,-1,-1
1134,1,4,-1,-1,-1,-1
1135,0,5,131,131,2,1
1136,0,4,4,131,18,1
1137,0,11,131,131,19,0
1138,0,3,3,131,10,1
1139,0,7,7,131,7,1
1140,0,7,131,131,7,1
1141,0,4,4,131,16,1
1142,1,4,-1,-1,-1,-1
1143,0,4,4,131,16,1
1144,0,5,131,131,5,1
1145,0,4,4,4,17,1
1146,0,4,4,131,16,1
1147,0,6,6,131,6,1
1148,0,4,4,131,16,1
1149,0,4,4,131,18,1
1150,0,4,4,4,16,1
1151,0,4,4,131,16,1
1152,0,4,4,4,16,1
1153,0,8,2,131,2,1
1154,0,4,4,131,16,1
1155,0,2,2,131,2,1
1156,0,4,131,131,16,1
1157,0,4,4,4,16,1
1158,0,4,4,131,16,1
1159,0,4,4,4,16,1
1160,0,4,4,131,16,1
1161,0,6,6,131,6,1
1162,0,2,2,131,2,1
1163,0,2,2,131,2,1
1164,0,4,4,4,16,1
1165,0,2,2,131,2,1
1166,0,5,131,131,5,1
1167,0,4,4,4,16,1
1168,0,2,2,131,2,1
1169,0,4,4,4,17,1
1170,0,5,131,131,5,1
1171,1,2,-1,-1,-1,-1
1172,0,4,4,4,16,1
1173,0,4,4,4,16,1
1174,0,2,2,131,2,1
1175,0,5,131,131,5,1
1176,0,2,2,131,2,1
1177,0,4,4,4,16,1
1178,0,4,4,4,16,1
1179,0,4,4,4,16,1
1180,0,8,131,131,8,1
1181,0,8,131,131,8,1
1182,1,4,-1,-1,-1,-1
1183,0,4,4,131,18,1
1184,0,4,4,131,16,1
1185,0,4,4,4,16,1
1186,0,5,131,131,5,1
1187,0,4,4,131,17,1
1188,0,2,2,131,2,1
1189,1,4,-1,-1,-1,-1
1190,1,2,-1,-1,-1,-1
1191,0,2,2,131,2,1
1192,0,2,2,131,2,1
1193,0,4,4,4,16,1
1194,0,5,131,131,5,1
1195,0,5,131,131,5,1
1196,1,4,-1,-1,-1,-1
1197,0,4,4,4,16,1
1198,0,4,4,131,17,1
1199,0,4,4,131,16,1
1200,0,4,4,4,17,1
1201,0,4,4,4,16,1
1202,0,5,131,131,5,1
1203,0,4,4,4,16,1
1204,0,4,4,131,17,1
1205,0,4,4,4,16,1
1206,0,4,4,4,16,1
1207,0,2,2,131,2,1
1208,0,5,131,131,5,1
1209,0,4,4,4,17,1
1210,1,5,-1,-1,-1,-1
1211,1,4,-1,-1,-1,-1
1212,0,4,4,4,17,1
1213,0,4,4,4,16,1
1214,0,4,4,131,16,1
1215,0,4,4,4,16,1
1216,0,5,131,131,5,1
1217,0,4,4,4,16,1
1218,0,4,4,4,16,1
1219,0,5,131,131,5,1
1220,0,12,6,131,19,0
1221,0,5,131,131,5,1
1222,0,2,2,131,2,1
1223,0,5,131,131,5,1
1224,0,4,4,131,18,1
1225,0,5,131,131,5,1
1226,0,5,131,131,5,1
1227,1,4,-1,-1,-1,-1
1228,0,5,131,131,5,1
1229,0,5,131,131,5,1
1230,0,4,4,4,17,1
1231,0,2,2,131,2,1
1232,0,4,4,4,17,1
1233,0,2,2,131,2,1
1234,0,2,2,131,2,1
1235,0,4,4,4,17,1
1236,0,2,2,131,2,1
1237,0,4,4,131,17,1
1238,0,8,131,131,8,1
1239,0,4,4,4,16,1
1240,1,4,-1,-1,-1,-1
1241,0,4,4,4,16,1
1242,0,5,131,131,5,1
1243,1,4,-1,-1,-1,-1
1244,0,4,4,4,17,1
1245,1,4,-1,-1,-1,-1
1246,0,4,4,131,17,1
1247,0,4,4,4,17,1
1248,0,6,6,131,6,1
1249,1,4,-1,-1,-1,-1
1250,0,4,4,131,18,1
1251,0,5,131,131,5,1
1252,0,2,2,131,2,1
1253,0,2,2,131,2,1
1254,0,4,4,4,16,1
1255,1,7,-1,-1,-1,-1
1256,1,2,-1,-1,-1,-1
1257,0,5,131,131,5,1
1258,0,4,4,131,16,1
1259,0,4,4,4,17,1
1260,0,4,4,4,16,1
1261,0,4,4,131,16,1
1262,0,5,131,131,5,1
1263,0,4,4,131,17,1
1264,0,2,2,131,2,1
1265,0,4,4,131,18,1
1266,0,4,4,4,17,1
1267,0,4,4,4,17,1
1268,0,4,4,4,17,1
1269,0,4,4,131,18,1
1270,0,2,2,131,2,1
1271,0,8,131,131,8,1
1272,0,4,4,4,16,1
1273,0,4,4,131,17,1
1274,0,4,4,131,18,1
1275,1,2,-1,-1,-1,-1
1276,0,4,4,131,17,1
1277,0,4,4,4,16,1
1278,0,5,131,131,5,1
1279,1,4,-1,-1,-1,-1
1280,0,10,10,131,10,1
1281,0,4,4,131,18,1
1282,0,2,2,131,2,1
1283,0,2,2,131,2,1
1284,1,4,-1,-1,-1,-1
1285,0,5,131,131,5,1
1286,0,4,4,131,17,1
1287,0,7,131,131,7,1
1288,0,7,7,131,7,1
1289,0,4,4,4,18,1
1290,1,2,-1,-1,-1,-1
1291,0,4,4,131,18,1
1292,0,4,4,131,18,1
1293,0,4,4,131,16,1
1294,1,4,-1,-1,-1,-1
1295,0,4,4,4,18,1
1296,0,4,4,131,18,1
1297,0,4,4,131,4,1
1298,0,4,4,4,16,1
1299,0,2,2,131,2,1
1300,0,4,131,131,16,1
1301,0,4,4,4,17,1
1302,0,2,2,131,2,1
1303,0,5,131,131,5,1
1304,0,4,4,4,17,1
1305,0,5,131,131,5,1
1306,0,4,4,4,17,1
1307,0,7,7,131,7,1
1308,0,4,131,131,5,1
1309,0,8,131,131,8,1
1310,0,4,131,131,4,1
1311,0,5,131,131,5,1
1312,0,4,4,131,16,1
1313,0,4,4,4,16,1
1314,0,5,131,131,5,1
1315,0,2,2,131,2,1
1316,0,4,4,131,18,1
1317,0,5,131,131,5,1
1318,0,4,4,4,16,1
1319,0,4,4,131,18,1
1320,1,2,-1,-1,-1,-1
1321,0,4,4,131,18,1
1322,0,4,131,131,16,1
1323,0,4,4,131,17,1
1324,0,2,2,131,2,1
1325,0,5,131,131,5,1
1326,0,7,7,131,7,1
1327,0,4,4,131,16,1
1328,0,6,6,131,6,1
1329,0,4,4,131,17,1
1330,0,4,4,131,18,1
1331,0,5,131,131,5,1
1332,0,2,2,131,2,1
1333,0,4,4,131,4,1
1334,0,4,4,4,17,1
1335,0,2,131,131,2,1
1336,0,7,7,131,7,1
1337,0,4,131,131,16,1
1338,0,4,4,4,16,1
1339,0,7,10,131,7,1
1340,0,4,4,4,16,1
1341,0,4,4,4,16,1
1342,0,2,2,131,2,1
1343,0,2,2,131,2,1
1344,0,1,131,131,19,0
1345,0,5,131,131,5,1
1346,1,2,-1,-1,-1,-1
1347,0,4,4,4,16,1
1348,0,6,6,131,6,1
1349,0,4,4,131,4,1
1350,0,4,4,131,4,1
1351,0,4,4,4,16,1
1352,0,7,7,131,7,1
1353,0,7,131,131,7,1
1354,0,4,4,131,18,1
1355,0,8,131,131,8,1
1356,0,4,4,131,4,1
1357,0,11,131,131,19,0
1358,0,4,4,131,18,1
1359,0,8,131,131,8,1
1360,0,2,2,131,2,1
1361,0,4,4,131,18,1
1362,0,5,131,131,5,1
1363,0,6,6,131,6,1
1364,0,4,4,4,16,1
1365,0,4,4,131,18,1
1366,0,2,2,131,2,1
1367,0,4,4,131,17,1
1368,0,2,2,131,2,1
1369,0,2,131,131,2,1
1370,0,4,4,131,4,1
1371,0,4,4,131,18,1
1372,0,10,10,131,10,1
1373,0,4,4,131,18,1
1374,0,4,4,131,17,1
1375,0,6,6,131,6,1
1376,1,2,-1,-1,-1,-1
1377,0,10,10,131,10,1
1378,1,5,-1,-1,-1,-1
1379,0,7,7,131,7,1
1380,0,2,2,131,2,1
1381,0,2,2,131,2,1
1382,0,5,131,131,5,1
1383,0,2,2,131,2,1
1384,0,2,2,131,2,1
1385,0,4,4,131,4,1
1386,1,5,-1,-1,-1,-1
1387,0,7,7,131,7,1
1388,0,4,4,131,4,1
1389,0,1,131,131,19,0
1390,0,4,4,131,17,1
1391,0,7,131,131,7,1
1392,0,1,131,131,19,0
1393,1,4,-1,-1,-1,-1
1394,0,4,4,131,18,1
1395,0,2,2,131,2,1
1396,0,5,131,131,5,1
1397,0,2,131,131,2,1
1398,0,4,4,131,16,1
1399,0,4,4,131,5,1
1400,0,2,2,131,2,1
1401,0,5,131,131,5,1
1402,0,4,4,131,18,1
1403,0,6,6,131,6,1
1404,0,10,10,131,10,1
1405,0,4,4,131,4,1
1406,0,4,4,131,18,1
1407,0,3,3,131,10,1
1408,0,4,4,131,4,1
1409,1,7,-1,-1,-1,-1
1410,1,7,-1,-1,-1,-1
1411,0,7,131,131,7,1
1412,0,2,2,131,2,1
1413,0,4,131,131,18,1
1414,0,4,4,131,18,1
1415,0,5,131,131,5,1
1416,0,4,4,131,18,1
1417,0,7,7,131,7,1
1418,0,4,4,131,4,1
1419,0,2,2,131,2,1
1420,0,4,4,131,4,1
1421,0,7,131,131,7,1
1422,0,2,2,131,2,1
1423,0,4,4,131,16,1
1424,0,7,7,131,7,1
1425,0,2,131,131,2,1
1426,0,5,131,131,5,1
1427,0,4,4,131,5,1
1428,0,4,4,131,14,1
1429,0,4,4,131,4,1
1430,0,5,131,131,5,1
1431,0,11,131,131,19,0
1432,0,4,4,131,18,1
1433,0,2,2,131,2,1
1434,0,7,131,131,7,1
1435,0,6,6,131,6,1
1436,1,4,-1,-1,-1,-1
1437,0,4,4,131,17,1
1438,0,13,3,131,10,1
1439,0,7,7,131,7,1
1440,0,4,4,131,4,1
1441,0,6,6,131,6,1
1442,0,9,131,131,10,0
1443,0,10,10,131,10,1
1444,0,11,131,131,19,0
1445,0,4,4,131,4,1
1446,0,4,4,131,17,1
1447,0,4,4,131,14,1
1448,0,5,131,131,5,1
1449,0,7,131,131,7,1
1450,0,2,2,131,2,1
1451,0,4,4,131,17,1
1452,0,4,4,131,17,1
1453,0,4,4,131,17,1
1454,1,5,-1,-1,-1,-1
1455,0,4,4,131,4,1
1456,0,4,4,131,4,1
1457,0,4,4,131,4,1
1458,0,4,4,131,17,1
1459,0,4,4,131,14,1
1460,0,4,131,131,18,1
1461,1,5,-1,-1,-1,-1
1462,0,2,2,131,2,1
1463,0,10,10,131,10,1
1464,0,5,131,131,5,1
1465,0,13,3,131,13,1
1466,0,4,4,131,16,1
1467,0,2,2,131,2,1
1468,0,11,131,131,19,0
1469,0,11,131,131,19,0
1470,0,5,131,131,2,1
1471,0,4,4,131,18,1
1472,0,5,131,131,5,1
1473,0,5,131,131,5,1
1474,0,11,131,131,19,0
1475,0,5,131,131,5,1
1476,0,11,131,131,19,0
1477,0,5,131,131,5,1
1478,0,5,131,131,5,1
1479,0,2,2,131,2,1
1480,1,6,-1,-1,-1,-1
1481,0,5,131,131,2,1
1482,1,4,-1,-1,-1,-1
1483,0,3,3,131,10,1
1484,0,5,131,131,5,1
1485,0,5,131,131,5,1
1486,0,5,131,131,5,1
1487,0,5,131,131,5,1
1488,0,11,131,131,19,0
1489,0,7,131,131,7,1
1490,0,4,4,131,16,1
1491,0,4,4,131,16,1
1492,0,4,4,131,16,1
1493,0,4,131,131,16,1
1494,0,4,4,131,16,1
1495,0,4,4,4,16,1
1496,0,4,4,4,17,1
1497,0,4,4,131,17,1
1498,0,4,4,4,16,1
1499,0,4,4,4,16,1
1500,1,4,-1,-1,-1,-1
1501,0,4,4,131,17,1
1502,0,5,131,131,5,1
1503,0,5,131,131,5,1
1504,0,4,4,4,16,1
1505,0,1,131,131,19,0
1506,1,4,-1,-1,-1,-1
1507,0,4,4,4,16,1
1508,0,4,4,4,16,1
1509,0,2,2,131,2,1
1510,0,2,2,131,2,1
1511,0,4,4,4,16,1
1512,1,4,-1,-1,-1,-1
1513,0,4,131,131,5,1
1514,0,4,4,131,17,1
1515,0,2,2,131,2,1
1516,1,4,-1,-1,-1,-1
1517,0,4,4,4,16,1
1518,0,4,4,4,16,1
1519,0,2,2,131,2,1
1520,0,4,4,4,16,1
1521,0,4,4,4,16,1
1522,0,5,131,131,5,1
1523,0,12,6,131,19,0
1524,0,4,4,4,16,1
1525,0,4,4,131,16,1
1526,0,4,4,4,16,1
1527,0,4,4,4,16,1
1528,0,8,131,131,8,1
1529,0,4,4,4,16,1
1530,0,5,131,131,5,1
1531,1,4,-1,-1,-1,-1
1532,0,4,4,4,16,1
1533,0,4,4,4,16,1
1534,0,4,4,4,16,1
1535,0,4,4,4,17,1
1536,0,4,131,131,16,1
1537,0,5,131,131,5,1
1538,0,4,4,4,16,1
1539,0,2,2,131,2,1
1540,0,4,4,131,18,1
1541,0,4,4,4,16,1
1542,0,4,4,4,16,1
1543,1,4,-1,-1,-1,-1
1544,0,4,4,4,16,1
1545,0,4,4,4,16,1
1546,0,4,4,131,18,1
1547,0,4,4,131,17,1
1548,0,4,4,4,16,1
1549,0,4,131,131,2,1
1550,0,6,6,131,6,1
1551,0,4,4,131,18,1
1552,1,2,-1,-1,-1,-1
1553,0,2,2,131,2,1
1554,0,12,6,131,19,0
1555,0,2,2,131,2,1
1556,0,4,4,4,16,1
1557,0,4,4,4,16,1
1558,1,6,-1,-1,-1,-1
1559,0,2,2,131,2,1
1560,0,4,4,4,16,1
1561,0,5,131,131,5,1
1562,0,2,2,131,2,1
1563,0,5,131,131,5,1
1564,0,5,131,131,5,1
1565,0,2,2,131,2,1
1566,0,4,4,4,17,1
1567,0,2,2,131,2,1
1568,0,4,4,131,17,1
1569,0,4,4,4,17,1
1570,0,5,131,131,5,1
1571,0,2,2,131,2,1
1572,0,4,4,4,16,1
1573,0,4,4,131,17,1
1574,0,4,4,131,16,1
1575,0,2,2,131,2,1
1576,0,2,2,131,2,1
1577,0,4,4,131,17,1
1578,0,4,4,4,17,1
1579,0,4,4,4,17,1
1580,0,2,2,131,2,1
1581,0,4,4,131,17,1
1582,1,2,-1,-1,-1,-1
1583,0,2,2,131,2,1
1584,0,2,2,131,2,1
1585,0,4,4,131,18,1
1586,1,5,-1,-1,-1,-1
1587,0,4,4,131,16,1
1588,0,4,4,131,16,1
1589,0,2,2,131,2,1
1590,0,4,4,131,17,1
1591,0,4,4,4,16,1
1592,1,4,-1,-1,-1,-1
1593,0,4,4,131,18,1
1594,0,5,131,131,5,1
1595,0,2,2,131,2,1
1596,0,4,4,4,16,1
1597,0,2,2,131,2,1
1598,0,2,2,131,2,1
1599,0,4,4,131,17,1
1600,0,4,4,131,17,1
1601,0,2,2,131,2,1
1602,0,4,4,131,17,1
1603,0,4,4,4,17,1
1604,0,2,2,131,2,1
1605,0,5,131,131,5,1
1606,0,4,4,4,17,1
1607,0,2,2,131,2,1
1608,0,4,4,131,18,1
1609,0,4,4,4,16,1
1610,0,4,4,131,17,1
1611,0,4,4,4,16,1
1612,0,4,4,4,17,1
1613,0,4,4,4,16,1
1614,0,5,131,131,5,1
1615,0,5,131,131,5,1
1616,0,4,4,131,18,1
1617,0,4,4,131,16,1
1618,0,4,4,131,16,1
1619,0,2,2,131,2,1
1620,0,6,6,131,6,1
1621,0,4,4,131,16,1
1622,0,4,4,4,16,1
1623,0,4,4,4,17,1
1624,0,4,4,131,17,1
1625,1,4,-1,-1,-1,-1
1626,0,4,4,131,17,1
1627,0,4,4,4,17,1
1628,0,4,4,4,16,1
1629,0,5,131,131,5,1
1630,0,4,4,4,16,1
1631,0,2,2,131,2,1
1632,0,4,4,4,16,1
1633,0,5,131,131,5,1
1634,0,2,2,131,2,1
1635,0,3,3,131,10,1
1636,1,4,-1,-1,-1,-1
1637,0,2,2,131,2,1
1638,0,5,131,131,5,1
1639,0,4,4,4,16,1
1640,0,2,2,131,2,1
1641,0,5,131,131,5,1
1642,0,2,2,131,2,1
1643,0,4,4,4,17,1
1644,0,2,2,131,2,1
1645,0,4,4,4,16,1
1646,0,2,2,131,2,1
1647,0,2,2,131,2,1
1648,0,4,4,131,16,1
1649,1,2,-1,-1,-1,-1
1650,0,4,4,131,18,1
1651,0,4,4,4,16,1
1652,0,2,2,131,2,1
1653,1,4,-1,-1,-1,-1
1654,1,10,-1,-1,-1,-1
1655,0,4,4,131,16,1
1656,0,4,4,131,4,1
1657,0,2,2,131,2,1
1658,0,4,4,131,18,1
1659,0,4,4,131,16,1
1660,0,6,6,131,6,1
1661,0,8,131,131,2,1
1662,0,4,4,131,16,1
1663,0,2,2,131,2,1
1664,0,4,4,131,16,1
1665,0,4,4,131,17,1
1666,0,4,4,131,17,1
1667,0,5,131,131,5,1
1668,0,4,4,131,16,1
1669,0,8,131,131,8,1
1670,0,7,7,131,7,1
1671,0,2,2,131,2,1
1672,0,2,131,131,2,1
1673,0,2,2,131,2,1
1674,0,2,2,131,2,1
1675,0,4,4,131,16,1
1676,0,4,4,4,16,1
1677,0,2,131,131,2,1
1678,0,4,4,131,18,1
1679,0,4,4,131,18,1
1680,0,4,4,4,17,1
1681,0,7,7,131,7,1
1682,0,2,2,131,2,1
1683,0,8,131,131,8,1
1684,0,4,4,131,4,1
1685,1,4,-1,-1,-1,-1
1686,0,2,2,131,2,1
1687,1,5,-1,-1,-1,-1
1688,0,6,6,131,6,1
1689,0,4,4,131,4,1
1690,0,4,4,131,16,1
1691,0,4,4,131,16,1
1692,1,2,-1,-1,-1,-1
1693,0,6,6,131,6,1
1694,0,2,2,131,2,1
1695,0,7,4,131,16,1
1696,0,2,2,131,2,1
1697,0,4,4,131,4,1
1698,0,2,2,131,2,1
1699,0,2,2,131,2,1
1700,0,1,131,131,19,0
1701,1,5,-1,-1,-1,-1
1702,0,5,131,131,5,1
1703,0,6,6,131,6,1
1704,0,4,4,4,18,1
1705,1,4,-1,-1,-1,-1
1706,0,4,4,131,18,1
1707,0,2,2,131,2,1
1708,0,4,4,131,16,1
1709,0,8,131,131,8,1
1710,0,4,4,131,4,1
1711,0,4,4,131,18,1
1712,0,4,4,131,17,1
1713,0,7,131,131,15,1
1714,0,6,6,131,6,1
1715,0,4,4,131,18,1
1716,0,2,2,131,2,1
1717,0,7,4,131,16,1
1718,1,4,-1,-1,-1,-1
1719,0,4,4,131,4,1
1720,0,4,131,131,16,1
1721,0,10,10,131,10,1
1722,0,10,10,131,10,1
1723,0,4,4,131,18,1
1724,0,4,131,131,16,1
1725,0,2,2,131,2,1
1726,0,11,131,131,19,0
1727,0,2,2,131,2,1
1728,0,4,4,131,16,1
1729,0,7,131,131,15,1
1730,0,2,131,131,2,1
1731,0,7,131,131,15,1
1732,1,4,-1,-1,-1,-1
1733,0,4,131,131,16,1
1734,0,4,4,131,16,1
1735,0,4,4,131,2,1
1736,0,4,4,131,2,1
1737,0,4,4,4,17,1
1738,0,2,2,131,2,1
1739,0,2,2,131,2,1
1740,0,7,7,131,7,1
1741,0,4,4,131,17,1
1742,0,7,131,131,7,1
1743,0,4,4,131,4,1
1744,0,5,131,131,5,1
1745,0,4,4,131,16,1
1746,0,4,4,131,17,1
1747,0,4,4,131,18,1
1748,0,7,4,131,16,1
1749,0,4,4,131,17,1
1750,0,4,4,131,17,1
1751,0,7,7,131,7,1
1752,0,4,4,131,4,1
1753,0,7,131,131,15,1
1754,0,4,4,4,16,1
1755,0,4,4,131,18,1
1756,1,4,-1,-1,-1,-1
1757,0,4,4,4,17,1
1758,0,8,131,131,2,1
1759,0,4,4,131,4,1
1760,0,4,4,131,16,1
1761,0,2,2,131,2,1
1762,0,6,6,131,6,1
1763,0,1,131,131,19,0
1764,0,4,4,131,17,1
1765,0,4,4,131,16,1
1766,0,5,131,131,2,1
1767,0,5,131,131,5,1
1768,1,2,-1,-1,-1,-1
1769,0,4,4,131,18,1
1770,0,5,131,131,5,1
1771,0,4,4,131,16,1
1772,0,2,2,131,2,1
1773,0,7,131,131,7,1
1774,1,4,-1,-1,-1,-1
1775,1,4,-1,-1,-1,-1
1776,0,4,4,131,4,1
1777,0,4,4,131,4,1
1778,0,7,4,131,16,1
1779,0,2,2,131,2,1
1780,0,4,4,131,4,1
1781,0,7,131,131,15,1
1782,0,2,2,131,2,1
1783,0,4,4,131,17,1
1784,0,2,131,131,2,1
1785,0,7,131,131,15,1
1786,0,7,7,131,7,1
1787,0,4,4,131,17,1
1788,0,4,4,131,4,1
1789,0,4,4,131,17,1
1790,0,4,4,131,17,1
1791,0,4,4,131,17,1
1792,0,4,4,131,18,1
1793,0,4,4,131,16,1
1794,0,7,131,131,15,1
1795,0,5,131,131,5,1
1796,0,11,131,131,19,0
1797,0,7,131,131,15,1
1798,0,4,4,131,17,1
1799,0,10,10,131,10,1
1800,0,4,4,131,17,1
1801,0,4,4,131,17,1
1802,0,4,4,131,17,1
1803,0,7,131,131,15,1
1804,0,11,131,131,19,0
1805,0,7,7,131,7,1
1806,0,7,131,131,7,1
1807,1,5,-1,-1,-1,-1
1808,0,4,4,131,16,1
1809,0,9,131,131,10,0
1810,1,4,-1,-1,-1,-1
1811,0,5,131,131,5,1
1812,0,4,4,131,17,1
1813,0,8,131,131,8,1
1814,0,7,7,131,7,1
1815,0,4,4,131,17,1
1816,0,4,131,131,16,1
1817,0,2,131,131,2,1
1818,0,10,10,131,10,1
1819,0,2,131,131,2,1
1820,0,6,6,131,6,1
1821,0,4,4,131,16,1
1822,0,4,4,131,16,1
1823,0,4,4,131,17,1
1824,0,4,4,131,17,1
1825,0,6,6,131,6,1
1826,1,4,-1,-1,-1,-1
1827,0,7,7,131,7,1
1828,0,2,131,131,2,1
1829,0,7,7,131,7,1
1830,0,5,131,131,5,1
1831,0,4,4,131,17,1
1832,0,4,4,131,4,1
1833,0,4,4,131,17,1
1834,0,2,131,131,2,1
1835,0,4,4,131,17,1
1836,0,11,131,131,19,0
1837,0,4,4,131,17,1
1838,0,2,131,131,2,1
1839,0,5,131,131,16,1
1840,0,4,4,131,18,1
1841,0,4,4,131,16,1
1842,0,7,131,131,16,1
1843,0,7,131,131,15,1
1844,0,5,131,131,4,1
1845,0,4,4,131,17,1
1846,0,4,4,131,16,1
1847,0,6,6,131,6,1
1848,0,11,131,131,19,0
1849,0,6,131,131,6,1
1850,0,4,4,131,17,1
1851,0,4,4,131,17,1
1852,0,4,4,131,17,1
1853,0,4,4,131,17,1
1854,0,4,4,131,17,1
1855,0,7,7,131,7,1
1856,0,4,4,131,17,1
1857,0,13,3,131,10,1
1858,0,7,131,131,15,1
1859,0,4,4,131,17,1
1860,1,3,-1,-1,-1,-1
1861,0,7,7,131,7,1
1862,0,11,131,131,19,0
1863,0,4,4,131,17,1
1864,0,4,4,131,17,1
1865,0,4,4,131,16,1
1866,0,4,4,131,17,1
1867,0,5,131,131,5,1
1868,0,6,6,131,6,1
1869,0,6,6,131,6,1
1870,0,4,4,131,17,1
